set,source_file,message,final_label
train,vto_logs.xlsx,Landing.,280
train,vto_logs.xlsx,Obstacle Avoidance will be disabled in landing.,444
train,vto_logs.xlsx,Landing Canceled.,410
train,vto_logs.xlsx,Max Flight Distance Reached. Adjust in Main Controller Settings if necessary.,44
train,vto_logs.xlsx,Obstacle Avoidance will be disabled in landing.,444
train,vto_logs.xlsx,Taking Off.,528
train,vto_logs.xlsx,Taking Off.,528
train,vto_logs.xlsx,Home Point Recorded. RTH Altitude : 30m.,529
train,vto_logs.xlsx,Landing.,280
train,vto_logs.xlsx,Obstacle Avoidance will be disabled in landing.,444
train,vto_logs.xlsx,Ground Plain. Safe to Land.,145
train,vto_logs.xlsx,Taking Off.,528
train,vto_logs.xlsx,Taking Off.,528
train,vto_logs.xlsx,Home Point Recorded. RTH Altitude : 30m.,529
train,vto_logs.xlsx,Aircraft is returning to the Home Point. Minimum RTH Altitude is 98ft. You can reset the RTH Altitude in Remote Controller Settings after cancelling RTH.,74
train,vto_logs.xlsx,Obstacle Avoidance will be disabled in landing.,444
train,vto_logs.xlsx,Locating Landing Point,153
train,vto_logs.xlsx,Landing Canceled.,410
train,vto_logs.xlsx,Forward Obstacle Sensing not Responding,533
train,vto_logs.xlsx,Obstacle Avoidance will be disabled in landing.,444
train,vto_logs.xlsx,"Aircraft is in Attitude mode, so that it will not hover. Please fly with caution.",265
train,vto_logs.xlsx,Home Point Recorded.,57
train,vto_logs.xlsx,Home Point Recorded.,57
train,vto_logs.xlsx,Return-to-Home Altitude : 65FT,531
train,vto_logs.xlsx,Landing Gear Raising.,124
train,vto_logs.xlsx,Landing Gear Raised.,124
train,vto_logs.xlsx,Landing Gear Lowering.,146
train,vto_logs.xlsx,Landing Gear Lowered.,146
train,vto_logs.xlsx,Landing Gear Raising.,124
train,vto_logs.xlsx,Landing Gear Paused.,210
train,vto_logs.xlsx,"Aircraft is in Attitude mode, so that it will not hover. Please fly with caution.",265
train,vto_logs.xlsx,Data Recorder File Index is 21.,109
train,vto_logs.xlsx,Home Point Recorded.,57
train,vto_logs.xlsx,Home Point Updated.,166
train,vto_logs.xlsx,RTH Altitude : 65FT.,115
train,vto_logs.xlsx,Landing Gear Raising.,124
train,vto_logs.xlsx,Landing Gear Raised.,124
train,vto_logs.xlsx,Downlink Lost.,120
train,vto_logs.xlsx,Landing Gear Lowering.,146
train,vto_logs.xlsx,Landing Gear Lowered.,146
train,vto_logs.xlsx,Satellite positioning off. Fly with Caution.,206
train,vto_logs.xlsx,Tap the screen lightly to focus.,81
train,vto_logs.xlsx,Taking Off.,528
train,vto_logs.xlsx,Strong Interference Now. Fly with caution.,181
train,vto_logs.xlsx,Ground Plain. Safe to Land.,145
train,vto_logs.xlsx,RTH : Cruise.,101
train,vto_logs.xlsx,Taking off.,162
train,vto_logs.xlsx,Strong Interference Now. Fly with caution.,181
train,vto_logs.xlsx,Data Recorder File Index is 3.,532
train,vto_logs.xlsx,Home Point Updated.,166
train,vto_logs.xlsx,RTH : Preascending.,439
train,vto_logs.xlsx,Aircraft is returning to the Home Point. Minimum RTH Altitude is 30m. You can reset the RTH Altitude in Remote Controller Settings after cancelling RTH if necessary.,74
train,vto_logs.xlsx,RTH : Heading alignment.,121
train,vto_logs.xlsx,RTH : Ascending to RTH altitude.,36
train,vto_logs.xlsx,RTH : Cruise.,101
train,vto_logs.xlsx,Exited Visual Avoidance System.,3
train,vto_logs.xlsx,Precision Landing. Rectifying aircraft position.,47
train,vto_logs.xlsx,Precision Landing. Rectifying aircraft position.,47
train,vto_logs.xlsx,Precision Landing. Rectifying aircraft position.,47
train,vto_logs.xlsx,Precision Landing. Rectifying aircraft position.,47
train,vto_logs.xlsx,Precision Landing. Rectifying aircraft position.,47
train,vto_logs.xlsx,Precision Landing. Rectifying aircraft position.,47
train,vto_logs.xlsx,Precision Landing. Rectifying aircraft position.,47
train,vto_logs.xlsx,Precision Landing. Rectifying aircraft position.,47
train,vto_logs.xlsx,Precision Landing. Rectifying aircraft position.,47
train,vto_logs.xlsx,Precision Landing. Rectifying aircraft position.,47
train,vto_logs.xlsx,Precision Landing. Rectifying aircraft position.,47
train,vto_logs.xlsx,Precision Landing. Rectifying aircraft position.,47
train,vto_logs.xlsx,Precision Landing. Rectifying aircraft position.,47
train,vto_logs.xlsx,Precision Landing. Rectifying aircraft position.,47
train,vto_logs.xlsx,Precision Landing. Rectifying aircraft position.,47
train,vto_logs.xlsx,Precision Landing. Rectifying aircraft position.,47
train,vto_logs.xlsx,Precision Landing. Rectifying aircraft position.,47
train,vto_logs.xlsx,Precision Landing. Rectifying aircraft position.,47
train,vto_logs.xlsx,Precision Landing. Rectifying aircraft position.,47
train,vto_logs.xlsx,Precision Landing. Rectifying aircraft position.,47
train,vto_logs.xlsx,Precision Landing. Rectifying aircraft position.,47
train,vto_logs.xlsx,Precision Landing. Rectifying aircraft position.,47
train,vto_logs.xlsx,Ground Plain. Safe to Land.,145
train,vto_logs.xlsx,Taking Off.,528
train,vto_logs.xlsx,Taking Off.,528
train,vto_logs.xlsx,Home Point Recorded. RTH Altitude : 30m.,529
train,vto_logs.xlsx,Tap the screen lightly to focus.,81
train,vto_logs.xlsx,In Flight.,363
train,vto_logs.xlsx,In Flight.,363
train,vto_logs.xlsx,Compass Redundancy Switch,19
train,vto_logs.xlsx,Tap the screen lightly to focus.,81
train,vto_logs.xlsx,Tap the screen lightly to focus.,81
train,vto_logs.xlsx,Aircraft is returning to the Home Point. Minimum RTH Altitude is30m. You can reset the RTH Altitude in Remote Controller Settings after cancelling RTH.,74
train,vto_logs.xlsx,Obstacle Avoidance will be disabled in landing.,444
train,vto_logs.xlsx,Locating Landing Point,153
train,vto_logs.xlsx,Ground Plain. Safe to Land.,145
train,vto_logs.xlsx,"Aircraft is in Attitude mode, so that it will not hover. Please fly with caution.",265
train,vto_logs.xlsx,Home Point Recorded.,57
train,vto_logs.xlsx,Taking Off.,528
train,vto_logs.xlsx,Return-to-Home Altitude : 65FT,531
train,vto_logs.xlsx,Home Point Recorded.,57
train,vto_logs.xlsx,Large Wind Velocity. Fly with caution.,108
train,vto_logs.xlsx,Landing.,280
train,vto_logs.xlsx,Weak GPS signal. Aircraft is in Attitude mode and hovering may be unstable. Fly with caution.,432
train,vto_logs.xlsx,Tap the screen to focus.,81
train,vto_logs.xlsx,Obstacle Sensing will be disabled when aircraft is landing. Fly with caution.,169
train,vto_logs.xlsx,SD card write speed is too slow. Not suitable for shooting a 4K video.,156
train,vto_logs.xlsx,Maximum flight distance reached. Adjust the distance in MC Settings if required.,44
train,vto_logs.xlsx,Weak signal. Avoid blocking the antennas and keep the antennas parallel to and facing toward the aircraft during flight.,158
train,vto_logs.xlsx,High wind velocity. Ensure the aircraft remains within your line of sight and fly with caution.,43
train,vto_logs.xlsx,Maximum flight distance reached. Adjust the distance in MC Settings if required.,44
train,vto_logs.xlsx,Obstacle Sensing will be disabled when aircraft is landing. Fly with caution.,169
train,vto_logs.xlsx,Backward Obstacle Sensing is not functioning.,510
train,vto_logs.xlsx,Sensing system is blocked or too close to the obstacle.,230
train,vto_logs.xlsx,Weak GPS signal. Aircraft is in Attitude mode and hovering may be unstable. Fly with caution.,432
train,vto_logs.xlsx,Data Recorder File Index is 46.,532
train,vto_logs.xlsx,RTH Altitude : 65FT.,115
train,vto_logs.xlsx,Taking off.,162
train,vto_logs.xlsx,Home Point Recorded.,57
train,vto_logs.xlsx,Home Point Updated.,166
train,vto_logs.xlsx,GPS Position Mismatch.,188
train,vto_logs.xlsx,GPS Position Mismatch.,188
train,vto_logs.xlsx,GPS Position Mismatch.,188
train,vto_logs.xlsx,GPS Position Mismatch.,188
train,vto_logs.xlsx,GPS Position Mismatch.,188
train,vto_logs.xlsx,GPS Position Mismatch.,188
train,vto_logs.xlsx,GPS Position Mismatch.,188
train,vto_logs.xlsx,GPS Position Mismatch.,188
train,vto_logs.xlsx,GPS Position Mismatch.,188
train,vto_logs.xlsx,GPS Position Mismatch.,188
train,vto_logs.xlsx,GPS Position Mismatch.,188
train,vto_logs.xlsx,GPS Position Mismatch.,188
train,vto_logs.xlsx,GPS Position Mismatch.,188
train,vto_logs.xlsx,GPS Position Mismatch.,188
train,vto_logs.xlsx,GPS Position Mismatch.,188
train,vto_logs.xlsx,GPS Position Mismatch.,188
train,vto_logs.xlsx,Large Wind Velocity.,288
train,vto_logs.xlsx,GPS Position Mismatch.,188
train,vto_logs.xlsx,GPS Position Mismatch.,188
train,vto_logs.xlsx,GPS Position Mismatch.,188
train,vto_logs.xlsx,GPS Position Mismatch.,188
train,vto_logs.xlsx,GPS Position Mismatch.,188
train,vto_logs.xlsx,GPS Position Mismatch.,188
train,vto_logs.xlsx,GPS Position Mismatch.,188
train,vto_logs.xlsx,GPS Position Mismatch.,188
train,vto_logs.xlsx,GPS Position Mismatch.,188
train,vto_logs.xlsx,GPS Position Mismatch.,188
train,vto_logs.xlsx,GPS Position Mismatch.,188
train,vto_logs.xlsx,GPS Position Mismatch.,188
train,vto_logs.xlsx,GPS Position Mismatch.,188
train,vto_logs.xlsx,GPS Position Mismatch.,188
train,vto_logs.xlsx,GPS Position Mismatch.,188
train,vto_logs.xlsx,GPS Position Mismatch.,188
train,vto_logs.xlsx,GPS Position Mismatch.,188
train,vto_logs.xlsx,GPS Position Mismatch.,188
train,vto_logs.xlsx,GPS Position Mismatch.,188
train,vto_logs.xlsx,GPS Position Mismatch.,188
train,vto_logs.xlsx,GPS Position Mismatch.,188
train,vto_logs.xlsx,GPS Position Mismatch.,188
train,vto_logs.xlsx,GPS Position Mismatch.,188
train,vto_logs.xlsx,GPS Position Mismatch.,188
train,vto_logs.xlsx,GPS Position Mismatch.,188
train,vto_logs.xlsx,GPS Position Mismatch.,188
train,vto_logs.xlsx,GPS Position Mismatch.,188
train,vto_logs.xlsx,GPS Position Mismatch.,188
train,vto_logs.xlsx,GPS Position Mismatch.,188
train,vto_logs.xlsx,GPS Position Mismatch.,188
train,vto_logs.xlsx,GPS Position Mismatch.,188
train,vto_logs.xlsx,GPS Position Mismatch.,188
train,vto_logs.xlsx,GPS Position Mismatch.,188
train,vto_logs.xlsx,GPS Position Mismatch.,188
train,vto_logs.xlsx,GPS Position Mismatch.,188
train,vto_logs.xlsx,Landing.,280
train,vto_logs.xlsx,Data Recorder File Index is 57.,109
train,vto_logs.xlsx,Home Point Updated.,166
train,vto_logs.xlsx,Obstacle Sensing will be disabled when aircraft is landing. Fly with caution.,169
train,vto_logs.xlsx,Maximum flight distance reached. Adjust the distance in MC Settings if required.,44
train,vto_logs.xlsx,Weak signal. Avoid blocking the antennas and keep the antennas parallel to and facing toward the aircraft during flight.,158
train,vto_logs.xlsx,High wind velocity. Ensure the aircraft remains within your line of sight and fly with caution.,43
train,vto_logs.xlsx,Maximum flight distance reached. Adjust the distance in MC Settings if required.,44
train,vto_logs.xlsx,High wind velocity. Ensure the aircraft remains within your line of sight and fly with caution.,43
train,vto_logs.xlsx,Data Recorder File Index is 45.,532
train,vto_logs.xlsx,Home Point Updated.,166
train,vto_logs.xlsx,Obstacle Sensing will be disabled when aircraft is landing. Fly with caution.,169
train,vto_logs.xlsx,Tap the screen to focus.,81
train,vto_logs.xlsx,Downlink Lost.,120
train,vto_logs.xlsx,Forward Obstacle Sensing not Working.,30
train,vto_logs.xlsx,Ambient Light too Weak,534
train,vto_logs.xlsx,Satellite positioning off. Fly with Caution.,206
train,vto_logs.xlsx,Satellite positioning off. Fly with Caution.,206
train,vto_logs.xlsx,Satellite positioning off. Fly with Caution.,206
train,vto_logs.xlsx,Satellite positioning off. Fly with Caution.,206
train,vto_logs.xlsx,Satellite positioning off. Fly with Caution.,206
train,vto_logs.xlsx,Taking Off.,528
train,vto_logs.xlsx,"Home Point Recorded, Return-to-Home Altitude : 98FT",12
train,vto_logs.xlsx,Tap the screen lightly to focus.,81
train,vto_logs.xlsx,Tap the screen lightly to focus.,81
train,vto_logs.xlsx,Tap the screen lightly to focus.,81
train,vto_logs.xlsx,Aircraft is returning to the Home Point. Minimum RTH Altitude is 30m. You can reset the RTH Altitude in Remote Controller Settings after cancelling RTH if necessary.,74
train,vto_logs.xlsx,Descending. Exited Visual Avoidance System,3
train,vto_logs.xlsx,Ground Plain. Safe to Land.,145
train,vto_logs.xlsx,Precision Landing,47
train,vto_logs.xlsx,Rectifying aircraft position,298
train,vto_logs.xlsx,Precision Landing,47
train,vto_logs.xlsx,Rectifying aircraft position,298
train,vto_logs.xlsx,Precision Landing,47
train,vto_logs.xlsx,Rectifying aircraft position,298
train,vto_logs.xlsx,Precision Landing,47
train,vto_logs.xlsx,Rectifying aircraft position,298
train,vto_logs.xlsx,Data Recorder File Index is 5.,109
train,vto_logs.xlsx,Taking off.,162
train,vto_logs.xlsx,Home Point Recorded.,57
train,vto_logs.xlsx,Return-to-Home Altitude : 98FT.,95
train,vto_logs.xlsx,Home Point Updated.,166
train,vto_logs.xlsx,Tap the screen lightly to focus.,81
train,vto_logs.xlsx,Tap the screen lightly to focus.,81
train,vto_logs.xlsx,Tap the screen lightly to focus.,81
train,vto_logs.xlsx,Aircraft is returning to the Home Point. Minimum RTH Altitude is 30m. You can reset the RTH Altitude in Remote Controller Settings after cancelling RTH if necessary.,74
train,vto_logs.xlsx,RTH : Heading alignment.,121
train,vto_logs.xlsx,RTH : Ascending to RTH altitude.,36
train,vto_logs.xlsx,RTH : Cruise.,101
train,vto_logs.xlsx,Exited Visual Avoidance System.,3
train,vto_logs.xlsx,Precision Landing. Rectifying aircraft position.,47
train,vto_logs.xlsx,Precision Landing. Rectifying aircraft position.,47
train,vto_logs.xlsx,Precision Landing. Rectifying aircraft position.,47
train,vto_logs.xlsx,Precision Landing. Rectifying aircraft position.,47
train,vto_logs.xlsx,Precision Landing. Rectifying aircraft position.,47
train,vto_logs.xlsx,Precision Landing. Rectifying aircraft position.,47
train,vto_logs.xlsx,Precision Landing. Rectifying aircraft position.,47
train,vto_logs.xlsx,Precision Landing. Rectifying aircraft position.,47
train,vto_logs.xlsx,Precision Landing. Rectifying aircraft position.,47
train,vto_logs.xlsx,Precision Landing. Rectifying aircraft position.,47
train,vto_logs.xlsx,Ground Plain. Safe to Land.,145
train,vto_logs.xlsx,Precision Landing. Rectifying aircraft position.,47
train,vto_logs.xlsx,Taking Off.,528
train,vto_logs.xlsx,Taking Off.,528
train,vto_logs.xlsx,Home Point Recorded. RTH Altitude : 30m.,529
train,vto_logs.xlsx,Tap the screen lightly to focus.,81
train,vto_logs.xlsx,Obstacle Avoided. Revise Flight Route,122
train,vto_logs.xlsx,Obstacle Avoidance will be disabled in landing.,444
train,vto_logs.xlsx,Flight Mode Set to Attitude,152
train,vto_logs.xlsx,Set Flight Mode to GPS to fly safe,254
train,vto_logs.xlsx,Flight Mode Set to Attitude,152
train,vto_logs.xlsx,Set Flight Mode to GPS to fly safe,254
train,vto_logs.xlsx,Home Point Recorded.,57
train,vto_logs.xlsx,Flight Mode Set to Attitude,152
train,vto_logs.xlsx,Set Flight Mode to GPS to fly safe,254
train,vto_logs.xlsx,Flight Mode Set to Attitude,152
train,vto_logs.xlsx,Set Flight Mode to GPS to fly safe,254
train,vto_logs.xlsx,Take off in P-Mode,331
train,vto_logs.xlsx,"Aircraft is in Attitude mode, so that it will not hover. Please fly with caution.",265
train,vto_logs.xlsx,Flight Mode Set to Attitude,152
train,vto_logs.xlsx,Set Flight Mode to GPS to fly safe,254
train,vto_logs.xlsx,Flight Mode Set to Attitude,152
train,vto_logs.xlsx,Set Flight Mode to GPS to fly safe,254
train,vto_logs.xlsx,Flight Mode Set to Attitude,152
train,vto_logs.xlsx,Set Flight Mode to GPS to fly safe,254
train,vto_logs.xlsx,Flight Mode Set to Attitude,152
train,vto_logs.xlsx,Set Flight Mode to GPS to fly safe,254
train,vto_logs.xlsx,Flight Mode Set to Attitude,152
train,vto_logs.xlsx,Set Flight Mode to GPS to fly safe,254
train,vto_logs.xlsx,Take off in P-Mode,331
train,vto_logs.xlsx,Battery Signal Error. Check battery connection.,131
train,vto_logs.xlsx,Battery Signal Error. Check battery connection.,131
train,vto_logs.xlsx,"Aircraft is in Attitude mode, so that it will not hover. Please fly with caution.",265
train,vto_logs.xlsx,Flight Mode Set to Attitude,152
train,vto_logs.xlsx,Set Flight Mode to GPS to fly safe,254
train,vto_logs.xlsx,Compass Stuck. Restart Aircraft. Contact DJI Support if this persists.,117
train,vto_logs.xlsx,Maximum Flight Distance Reached. Adjust distance in MC Settings if required.,44
train,vto_logs.xlsx,Maximum Flight Distance Reached. Adjust distance in MC Settings if required.,44
train,vto_logs.xlsx,Data Recorder File Index is 13.,109
train,vto_logs.xlsx,RTH Altitude : 98FT.,115
train,vto_logs.xlsx,Taking off.,162
train,vto_logs.xlsx,Maximum Flight Distance Reached. Adjust distance in MC Settings if required.,44
train,vto_logs.xlsx,Maximum Flight Distance Reached. Adjust distance in MC Settings if required.,44
train,vto_logs.xlsx,Strong wireless interference. Please fly with caution.,445
train,vto_logs.xlsx,Strong Interference Detected. Be careful when flying long distances.,231
train,vto_logs.xlsx,Taking Off.,528
train,vto_logs.xlsx,Strong Interference Detected. Be careful when flying long distances.,231
train,vto_logs.xlsx,Strong Interference Detected. Be careful when flying long distances.,231
train,vto_logs.xlsx,Strong Interference Detected. Be careful when flying long distances.,231
train,vto_logs.xlsx,Strong Interference Detected. Be careful when flying long distances.,231
train,vto_logs.xlsx,Strong Interference Detected. Be careful when flying long distances.,231
train,vto_logs.xlsx,Strong Interference Detected. Be careful when flying long distances.,231
train,vto_logs.xlsx,Strong Interference Detected. Be careful when flying long distances.,231
train,vto_logs.xlsx,Strong Interference Detected. Be careful when flying long distances.,231
train,vto_logs.xlsx,Compass Error. Exit P-GPS Mode,11
train,vto_logs.xlsx,Strong Interference Detected. Be careful when flying long distances.,231
train,vto_logs.xlsx,Strong Interference Detected. Be careful when flying long distances.,231
train,vto_logs.xlsx,Strong Interference Detected. Be careful when flying long distances.,231
train,vto_logs.xlsx,Strong Interference Detected. Be careful when flying long distances.,231
train,vto_logs.xlsx,Strong wireless interference. Please fly with caution.,445
train,vto_logs.xlsx,Strong wireless interference. Please fly with caution.,445
train,vto_logs.xlsx,Strong wireless interference. Please fly with caution.,445
train,vto_logs.xlsx,Strong wireless interference. Please fly with caution.,445
train,vto_logs.xlsx,Strong wireless interference. Please fly with caution.,445
train,vto_logs.xlsx,Strong wireless interference. Please fly with caution.,445
train,vto_logs.xlsx,Strong wireless interference. Please fly with caution.,445
train,vto_logs.xlsx,Landing.,280
train,vto_logs.xlsx,"Aircraft is in Attitude mode, so that it will not hover. Please fly with caution.",265
train,vto_logs.xlsx,"Aircraft is in Attitude mode, so that it will not hover. Please fly with caution.",265
train,vto_logs.xlsx,Home Point Recorded.,57
train,vto_logs.xlsx,Taking Off.,528
train,vto_logs.xlsx,Return-to-Home Altitude : 98FT,95
train,vto_logs.xlsx,Low Power. Returning home.,209
train,vto_logs.xlsx,"Aircraft is in Attitude mode, so that it will not hover. Please fly with caution.",265
train,vto_logs.xlsx,RTH Altitude : 98FT. Data Recorder File Index is 1.,192
train,vto_logs.xlsx,Home Point Recorded. Taking off.,57
train,vto_logs.xlsx,Low Power. Returning home.,209
train,vto_logs.xlsx,Taking Off.,528
train,vto_logs.xlsx,Max Flight Distance Reached. Adjust in Main Controller Settings if necessary.,44
train,vto_logs.xlsx,Aircraft out of Range,91
train,vto_logs.xlsx,Aircraft out of Range,91
train,vto_logs.xlsx,Aircraft out of Range,91
train,vto_logs.xlsx,Aircraft out of Range,91
train,vto_logs.xlsx,Aircraft out of Range,91
train,vto_logs.xlsx,Aircraft out of Range,91
train,vto_logs.xlsx,Aircraft out of Range,91
train,vto_logs.xlsx,Aircraft out of Range,91
train,vto_logs.xlsx,Aircraft out of Range,91
train,vto_logs.xlsx,Aircraft out of Range,91
train,vto_logs.xlsx,Cannot change current flight mode. Enable Multiple Flight Modes in Settings menu to change.,438
train,vto_logs.xlsx,Max Flight Distance Reached. Adjust in Main Controller Settings if necessary.,44
train,vto_logs.xlsx,Aircraft out of Range,91
train,vto_logs.xlsx,Aircraft out of Range,91
train,vto_logs.xlsx,Aircraft out of Range,91
train,vto_logs.xlsx,Aircraft out of Range,91
train,vto_logs.xlsx,Aircraft out of Range,91
train,vto_logs.xlsx,Max Flight Distance Reached. Adjust in Main Controller Settings if necessary.,44
train,vto_logs.xlsx,Cannot change current flight mode. Enable Multiple Flight Modes in Settings menu to change.,438
train,vto_logs.xlsx,Returning to the Home Point,327
train,vto_logs.xlsx,Returning to the Home Point,327
train,vto_logs.xlsx,Landing Canceled.,410
train,vto_logs.xlsx,Strong Interference. Fly with caution.,181
train,vto_logs.xlsx,Motors Started.,97
train,vto_logs.xlsx,Cannot enter the selected flight mode. Try again later.,318
train,vto_logs.xlsx,Right Dial Locked. Lightly press to adjust.,73
train,vto_logs.xlsx,Right Dial Locked. Lightly press to adjust.,73
train,vto_logs.xlsx,Motors Started.,97
train,vto_logs.xlsx,Braking now! Return sticks to midpoints first.,7
train,vto_logs.xlsx,Braking now! Return sticks to midpoints first.,7
train,vto_logs.xlsx,Braking now! Return sticks to midpoints first.,7
train,vto_logs.xlsx,Braking now! Return sticks to midpoints first.,7
train,vto_logs.xlsx,Braking now! Return sticks to midpoints first.,7
train,vto_logs.xlsx,"Home Point Recorded, Return-to-Home Altitude : 98FT",12
train,vto_logs.xlsx,Braking now! Return sticks to midpoints first.,7
train,vto_logs.xlsx,Braking now! Return sticks to midpoints first.,7
train,vto_logs.xlsx,Strong Interference. Fly with caution.,181
train,vto_logs.xlsx,Right Dial Locked. Lightly press to adjust.,73
train,vto_logs.xlsx,Strong Interference. Fly with caution.,181
train,vto_logs.xlsx,Strong Interference. Fly with caution.,181
train,vto_logs.xlsx,Strong Interference. Fly with caution.,181
train,vto_logs.xlsx,Taking Off.,528
train,vto_logs.xlsx,Strong Interference. Fly with caution.,181
train,vto_logs.xlsx,"Home Point Recorded, Return-to-Home Altitude : 98FT",12
train,vto_logs.xlsx,Strong Interference. Fly with caution.,181
train,vto_logs.xlsx,Strong Interference. Fly with caution.,181
train,vto_logs.xlsx,Braking now! Return sticks to midpoints first.,7
train,vto_logs.xlsx,Braking now! Return sticks to midpoints first.,7
train,vto_logs.xlsx,Braking now! Return sticks to midpoints first.,7
train,vto_logs.xlsx,Data Recorder File Index is 4.,109
train,vto_logs.xlsx,Motors Started.,97
train,vto_logs.xlsx,Downlink Restored (after 0m 1.4s).,535
train,vto_logs.xlsx,Downlink Restored (after 0m 0.9s).,535
train,vto_logs.xlsx,Downlink Restored (after 0m 1.2s).,211
train,vto_logs.xlsx,Downlink Restored (after 0m 1.1s).,211
train,vto_logs.xlsx,Downlink Restored (after 0m 1s).,211
train,vto_logs.xlsx,Downlink Restored (after 0m 1.6s).,211
train,vto_logs.xlsx,Downlink Restored (after 0m 1.1s).,211
train,vto_logs.xlsx,Downlink Restored (after 0m 1.2s).,211
train,vto_logs.xlsx,Downlink Restored (after 0m 1.4s).,535
train,vto_logs.xlsx,Downlink Restored (after 0m 1.2s).,211
train,vto_logs.xlsx,Downlink Restored (after 0m 1s).,211
train,vto_logs.xlsx,"Home Point Recorded, Return-to-Home Altitude : 98FT.",12
train,vto_logs.xlsx,Downlink Lost.,120
train,vto_logs.xlsx,Downlink Lost.,120
train,vto_logs.xlsx,Downlink Lost.,120
train,vto_logs.xlsx,Downlink Lost.,120
train,vto_logs.xlsx,Downlink Lost.,120
train,vto_logs.xlsx,Downlink Lost.,120
train,vto_logs.xlsx,Braking now! Return sticks to midpoints first.,7
train,vto_logs.xlsx,Downlink Lost.,120
train,vto_logs.xlsx,Braking now! Return sticks to midpoints first.,7
train,vto_logs.xlsx,Braking now! Return sticks to midpoints first.,7
train,vto_logs.xlsx,Braking now! Return sticks to midpoints first.,7
train,vto_logs.xlsx,Braking now! Return sticks to midpoints first.,7
train,vto_logs.xlsx,Data Recorder File Index is 4.,109
train,vto_logs.xlsx,Taking off.,162
train,vto_logs.xlsx,Home Point Updated.,166
train,vto_logs.xlsx,Exited Visual Avoidance System.,3
train,vto_logs.xlsx,Aircraft is close to Home Point. Return-to-Home Mode is now Auto Landing Mode.,516
train,vto_logs.xlsx,Exited Visual Avoidance System.,3
train,vto_logs.xlsx,"Home Point Recorded, Return-to-Home Altitude : 98FT.",12
train,vto_logs.xlsx,Aircraft is close to Home Point. Return-to-Home Mode is now Auto Landing Mode.,516
train,vto_logs.xlsx,Strong Interference. Fly with caution.,181
train,vto_logs.xlsx,Strong Interference. Fly with caution.,181
train,vto_logs.xlsx,Strong Interference. Fly with caution.,181
train,vto_logs.xlsx,Braking now! Return sticks to midpoints first.,7
train,vto_logs.xlsx,Braking now! Return sticks to midpoints first.,7
train,vto_logs.xlsx,Taking Off.,528
train,vto_logs.xlsx,Taking Off.,528
train,vto_logs.xlsx,Home Point Recorded. RTH Altitude : 30m.,529
train,vto_logs.xlsx,Obstacle Avoided. Revise Flight Route,122
train,vto_logs.xlsx,Home Point Recorded. RTH Altitude : 30m.,529
train,vto_logs.xlsx,Fly with caution and ensure the aircraft remains within your line of sight.,360
train,vto_logs.xlsx,Fly with caution and ensure the aircraft remains within your line of sight.,360
train,vto_logs.xlsx,Fly with caution and ensure the aircraft remains within your line of sight.,360
train,vto_logs.xlsx,Remote Controller Right Dial Locked. Lightly press it to adjust.,421
train,vto_logs.xlsx,Remote Controller Right Dial Locked. Lightly press it to adjust.,421
train,vto_logs.xlsx,Satellite positioning off. Fly with Caution.,206
train,vto_logs.xlsx,Strong Interference. Fly with caution.,181
train,vto_logs.xlsx,Strong Interference. Fly with caution.,181
train,vto_logs.xlsx,"Home Point Recorded, Return-to-Home Altitude : 98FT",12
train,vto_logs.xlsx,Strong Interference. Fly with caution.,181
train,vto_logs.xlsx,Strong Interference. Fly with caution.,181
train,vto_logs.xlsx,Strong Interference. Fly with caution.,181
train,vto_logs.xlsx,Strong Interference. Fly with caution.,181
train,vto_logs.xlsx,Strong Interference. Fly with caution.,181
train,vto_logs.xlsx,Lens not connected,151
train,vto_logs.xlsx,Satellite positioning off. Fly with Caution.,206
train,vto_logs.xlsx,Taking Off.,528
train,vto_logs.xlsx,"Home Point Recorded, Return-to-Home Altitude : 98FT",12
train,vto_logs.xlsx,Maximum Flight Altitude Reached. Adjust altitude in MC Settings if required.,15
train,vto_logs.xlsx,Braking now! Return sticks to midpoints first.,7
train,vto_logs.xlsx,Braking now! Return sticks to midpoints first.,7
train,vto_logs.xlsx,Data Recorder File Index is 7.,109
train,vto_logs.xlsx,Large Wind Velocity.,288
train,vto_logs.xlsx,Taking off.,162
train,vto_logs.xlsx,"Home Point Recorded, Return-to-Home Altitude : 98FT.",12
train,vto_logs.xlsx,Maximum Flight Altitude Reached.,0
train,vto_logs.xlsx,Braking now! Return sticks to midpoints first.,7
train,vto_logs.xlsx,Taking Off.,528
train,vto_logs.xlsx,Taking Off.,528
train,vto_logs.xlsx,Home Point Recorded. RTH Altitude : 30m.,529
train,vto_logs.xlsx,Obstacle Avoided. Revise Flight Route,122
train,vto_logs.xlsx,Obstacle Avoided. Revise Flight Route,122
train,vto_logs.xlsx,Obstacle Avoided. Revise Flight Route,122
train,vto_logs.xlsx,Obstacle Avoided. Revise Flight Route,122
train,vto_logs.xlsx,Obstacle Avoided. Revise Flight Route,122
train,vto_logs.xlsx,Obstacle Avoided. Revise Flight Route,122
train,vto_logs.xlsx,Obstacle Avoided. Revise Flight Route,122
train,vto_logs.xlsx,Taking Off.,528
train,vto_logs.xlsx,Taking Off.,528
train,vto_logs.xlsx,Home Point Recorded. RTH Altitude : 30m.,529
train,vto_logs.xlsx,Camera Settings Adjusted to ActiveTrack,45
